place_id,phone,website,email,address
9cb5c7c8-68e7-49a7-94ec-8dbab077f7a8,,,,
7e9d747c-28a4-41e7-9331-a57fc986ced0,,https://filialen.migros.ch/de/migros-supermarkt-uznach-frohsinn,,"Zürcherstrasse 25, Uznach 8730"
e6cfb2ac-0c95-4927-81fa-ddc880f34fab,,,,Uznach 8730
de4edbcf-c455-4838-9eed-6406d4367ebe,,,,
516855ff-6088-45e9-b93b-82e794cb6f72,,,,"Bahnhofbrücke 1, Zürich 8001"
20157ba3-14ae-4853-8da1-8ad92c9320b6,,,,
ba4b348e-4f59-4dec-bb11-fc642b2e5809,,,,"Am Wasser 146, Zürich 8049"
12dc30c7-93f7-4d5a-93d5-a9c27b2f4f6a,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wengihof,,"Wengistrasse 7, Zürich 8004"
5ae6c5e2-fabe-46b7-83a8-bd11dc9cb04d,,,,
08fd9e4e-5cfd-49bd-aaf9-d91ab51c35fc,,https://find.shell.com/ch/fuel/10023346-shell-hardau/de_CH,,"Bullingerstrasse 73, Zürich 8004"
77e1dc4c-45ab-4edd-8264-c5a68051cf81,,,,
9b6c57b0-cfd0-44d3-aa3c-f4fdd6b8b283,,,,
afe8aab4-0328-4f94-b41a-7f82d6224074,,,,
bd6c0efa-e9cf-4f0e-b436-724f79da745e,+41 55 614 62 62,https://www.roemerturm.ch/,,"Kerenzerbergstrasse 104, 8757"
1a121361-33d6-4830-89e1-389658c8b99d,,,,
e37b5741-0195-4991-bf1c-7f78a406e042,+41 55 2831593,https://www.loewen-kaltbrunn.ch/,,
3b19d18b-b31e-426d-8837-c9d23dfc31a5,,,,"Burgerrietstrasse 9, Uznach 8730"
4fa66871-ca5e-423a-8cc7-d4fd6f12dd12,,,,"Tränkebachstrasse 35, Stäfa 8712"
dd4d5d08-9879-4477-beca-e903a3ae00f2,+41 44 928 10 90,https://www.seega.ch/,info@seega.ch,"Seestrasse 155, Stäfa 8712"
2611be3a-ba7a-43a6-9f9a-e9522861776a,+41 52 741 21 37,https://burghohenklingen.com/restaurant/,,"Hohenklingenstrasse 1, Stein am Rhein 8260"
f047567e-ce39-4c04-8d9e-d9225eb5ee43,+41527412152,http://www.steinerhofbar.ch/,,
e03f6792-b9fd-4a6a-b102-47f65ade9a2f,,,,
e3cfc5b4-6943-4809-85af-94c0a49c4168,,,,
c2c8c70d-79f8-44db-82c0-17968d0ad567,+41 55 643 1045,https://hotel-cristal.ch,info@hotel-cristal.ch,
dcb11b59-bac9-4205-93df-94b0768ff015,+41 55 643 1736,https://www.uhubraunwald.ch,info@uhubraunwald.ch,
177fbf0f-8431-4ca5-a88c-292de8261235,+41 79 347 2905,https://www.adrenalin.gl,info@adrenalin.gl,
eb5bef83-21a2-4c75-8ac9-34e619c5969d,,,,"Seestrasse 109, Stäfa 8712"
7b71ca52-1b37-4e1a-83cb-f62a82cf89c4,+41 44 935 11 54,https://www.adler-grueningen.ch,,"Binzikerstrasse 80, Grüningen 8627"
2e5b5ec3-f8d5-47d3-96ad-541a32a1c226,,https://www.zkb.ch/de/ks/psc/filialen-geldautomaten.standort.staefa.html,,"Bahnhofstrasse 12, Stäfa 8712"
b4f79768-70fe-47ea-8ebe-91a866a14324,,https://www.raiffeisen.ch/rechter-zuerichsee/,,"Bahnhofstrasse 30, Stäfa 8712"
920b9778-42eb-449f-afe1-e1940db8f196,+41 44 984 02 55,https://www.hochwacht-pfannenstiel.ch/,,"Hochwacht-Pfannenstiel, Egg 8132"
